Link_Header_Project_Name,State,Link_Header_project_Url,Scout id,Address,Timestamp,Data.Typ,Data.Etagenanzahl,Data.Wohnfläche ca.,Data.Grundstück ca.,Data.Zimmer,Data.Schlafzimmer,Data.Badezimmer,Data.Garage/ Stellplatz,Data.Kaufpreis,Data.Provision für Käufer,Data.Baujahr,Data.Modernisierung/ Sanierung,Data.Objektzustand,Data.Ausstattung,Data.Heizungsart,Data.Wesentliche Energieträger,Data.Energieausweis,Data.Energie­ausweistyp,Data.Endenergiebedarf,Data.Energie­effizienz­klasse,Data.Objektbeschreibung,Data.Bezugsfrei ab,Data.Garage/ Stellplatz-Kaufpreis,Data.Nutzfläche ca.,Data.Bauphase,Data.End­energie­verbrauch,Data.Mieteinnahmen pro Monat,Data.Energie­ver­brauchs­kennwert,Data.Internet,Data.Denkmalschutzobjekt
"Kleines schnuckeliges Reihenendhaus in „Klein Mexiko“, Bremen-Hulsberg",bremen,https://www.immobilienscout24.de/expose/129177237,Scout-ID: 129177237,"28205 Bremen, Hulsberg",2021-09-09 16:42:46.269315,Reiheneckhaus,,58  m²,96  m²,"2,5",1,1,,229.000 €,"3,57% vom Kaufpreis inkl. MwSt.",1928,,,,Gas-Heizung,Gas,liegt vor,Bedarfsausweis,177 kWh/(m²*a),F,"Das angebotene Reihenendhaus liegt in einem äußerst beliebten, in sich abgeschlossenen Wohngebiet, das sowohl unter dem Namen „Klein Mexiko“ als auch Westfalensiedlung bekannt ist. Im nahen Umfeld sind sehr gute Einkaufsmöglichkeiten und die Anbindung an Bus und Straßenbahn vorhanden.

Das bereits umfänglich sanierte Wohnhaus verfügt im Erdgeschoss über eine geräumige Wohnküche, die offen zum sich anschließenden Wohnbereich gestaltet ist. In der Küche ist eine ältere, aber gut erhaltene Einbauküche vorhanden und im Wohnbereich gibt es einen Ausgang in den kleinen Garten. 

Im Obergeschoss ist ein Schlafzimmer mit einem erst vor einigen Jahren von einem Tischler angefertigten Einbauschrank vorhanden. Außerdem gibt es hier ein vergleichsweise großzügiges Badezimmer mit Dusche und Badewanne sowie ein separates WC. 								  

Der über eine Einschubleiter erreichbare Spitzboden mit ca. 1,50 m Höhe ist wie das gesamte Dach wärmeisoliert und wurde oft als gemütliche Gäste-Schlafebene genutzt.

Das Haus ist voll unterkellert. Der vordere Kellerteil wird aktuell als Abstellbereich und Waschküche genutzt. Im hinteren Teil ist ein kleines Arbeitszimmer, das aufgrund der geringen Raumhöhe allerdings nicht in die Wohnfläche einbezogen wurde. Außerdem gibt es einen Ausgang vom Kellerbereich in den Garten.		

Im Laufe der Jahre wurden bereits diverse Sanierungsarbeiten, am und im Haus ausgeführt. Um 1996 wurden sowohl die Elektro- als auch die Wasserleitungen erneuert. Ebenso wurde der Kanal im und später auch vor dem Haus erneuert.     

Das Bad und auch das separate WC wurden ebenfalls in dieser Zeit eingebaut. Etwa im selben Zeitraum erfolgte auch die Neueindeckung des Daches inkl. Wärmeisolierung bis den Spitzboden.

Die Fenster im Haus wurden 2010 und 2012 (bis auf das charmante halbrunde Giebelfenster im Obergeschoss) komplett erneuert und verfügen zudem über Außenjalousien. 

Erneuert wurden außerdem vor einigen Jahren die Haustür, die Gartentreppe und im Jahr 2014 die Gasbrennwertheizung.  

Der idyllische hintere Garten hat auch eine seitliche Zuwegung. Er ist pflegeleicht angelegt mit Beeten im Randbereich und Pflasterung im mittleren Teil. Das Grundstück grenzt an eine Grünfläche. 

Das Objekt kann auf Wunsch kurzfristig frei geliefert werden.",kurzfristig,,30  m²,,,,,,
"NEU## Habenhausen, top Lage, RMH, 5-6 Zi. , neues Bad, Garage ##",bremen,https://www.immobilienscout24.de/expose/129114324,Objekt-Nr.: 415RMH|Scout-ID: 129114324,"28279 Bremen, Habenhausen",2021-09-09 16:42:58.610466,Reihenmittelhaus,,120  m²,190  m²,5,4,1,1 Garage,398.000 €,"2,98% inkl. Mwst. vom Verkaufspreis",1975,"zuletzt 
        
        
          
          
            2017",Gepflegt,Normale Qualität,Blockheizkraftwerke,Fernwärme,liegt vor,Bedarfsausweis,"129,6 kWh/(m²*a)",D,"Bei dieser ansprechenden Immobilie handelt es sich um ein Reihenhaus. Das Objekt verfügt über fünf attraktive Zimmer. Auch das dazugehörige Grundstück lässt durch seine Großzügigkeit keine Wünsche offen. Ob Blumenstauden, Hochbeete für die Gemüsezucht oder Platz für die Kinder zum Spielen: Auf 120 Quadratmetern ist alles möglich. 
Im Haus wurden fast alle Fenster schon neu gemacht. Teils sogar mit 3 Scheibenverglasung in Kunststoff. Jeweils mit Rollläden. An der Terrasse
gibt es eine große Markise.
Hier geht es vom über 30 m² großen sonnigen Wohnzimmer auf die schön angelegte Terrasse mit einem anschließenden gepflegte Garten.
Vom Wohnzimmer gelangt man in den Abstellraum mit den Hausanschlüssen.
Weiter über den geräumigen Flurbereich erreicht man die Küche mit Zugang in den Halbkeller. Dieser HWR Raum hat die Heizungsanschlüsse und die Stellmöglichkeit für eine Waschmaschine und Trockner. 
Vorne im Eingangsbereich gibt es noch ein Gäste-WC mit Fenster.

 Das neue Badezimmer ist mit ebenerdiger Dusche und Fußbodenheizung komplett neu eingebaut worden. Eine zusätzliche Handtuchheizung rundet hier das gepflegte Bild ab. Hier im Obergeschoss befinden sich zwei Kinderzimmer und ein ca. 16 m² großes Schlafzimmer. Vom Flurbereich gelangt man in das ausgebaute Dachgeschoss. Auch hier sind neue Dachfenster eingebaut worden. Dieser geräumige Dachbodenbereich kann auch noch in zwei Zimmer aufgeteilt werden. Eine große Heizung sorgt hier für wohlige Wärme. Im hinteren Bereich ist noch jede Menge Abstellfläche in ausreichender Höhe.

Weiter  ist eine Garage mit einem elektrischen Garagentor im Garagenhof mit im Angebot.

Ein geräumiges Haus mit Flächenreserve im ausgebauten Dachgeschoss. Auch als Büro oder Fitnessbereich zu nutzen.

NICHTRAUCHER HAUS",,15.000 €,10  m²,,,,,,
Solides kl. Reihenhaus - Nähe Waller Ring,bremen,https://www.immobilienscout24.de/expose/129108451,Objekt-Nr.: AB27|Scout-ID: 129108451,"28219 Bremen, Walle (Ortsteil)",2021-09-09 16:43:11.269148,Reihenmittelhaus,3,95  m²,94  m²,4,1,2,,265.000 €,"2,98 % vom Kaufpreis inkl. 19% MWST",1949,,Renovierungsbedürftig,Normale Qualität,Zentralheizung,Gas,liegt vor,Bedarfsausweis,"162,8 kWh/(m²*a)",F,"Dieses 1-Familien Reihenmittelhaus (Baujahr 1949) hat eine solide Bausubstanz.
Es befindet sich in einem gepflegten, teilweise renovierungsbedürftigen Zustand.",01.08.2021,,20  m²,Haus fertig gestellt,,,,,
freistehendes Zweifamilien-Architektenhaus mit Doppelgarage in Hemelingen,bremen,https://www.immobilienscout24.de/expose/129101556,Objekt-Nr.: 43#s6PkPc|Scout-ID: 129101556,"28309 Bremen, Hemelingen (Ortsteil)",2021-09-09 16:43:26.837830,Mehrfamilienhaus,,200  m²,462  m²,8,,2,Garage,459.000 €,"5,95 % vom Kaufpreis inkl. MwSt.",1974,,,,Zentralheizung,Öl,liegt vor,Verbrauchsausweis,,,"Das freistehende Architektenhaus wurde im Jahr 1974  auf einem schönen, ca. 462 m² großen Grundstück in massiver Bauweise erstellt. Das Haus mit Putz- und Klinkerfassade ist bereits bauseitig als Zweifamilienhaus geplant worden und verfügt über zwei Wohnungen mit separaten Eingängen.  

Die 4-Zimmer-Wohnung im Erdgeschoss bietet auf ca. 104 m² Wohnfläche ein komfortables Wohnen. Ein besonders Highlight dieser Wohnung ist das herrliche, ca. 42 m² umfassende Wohn-/Esszimmer mit Parkettboden und Zugang zur Terrasse. Zur Wohnung gehören drei Schlafzimmer, eine ca. 12 m² große Küche mit Essecke, ein Duschbad mit Fenster sowie ein Gäste-WC. Der Eingangsbereich mit Garderobennische ist mit attraktiven, hellen Bodenfliesen gestaltet. Vom Flur der Wohnung gelangt man über eine Treppe in den Keller. Hier stehen eine Waschküche, der Heizungskeller sowie ein großer, auch von außen begehbarer Hobbyraum / Werkstatt zur Verfügung. 

Im Dachgeschoss befindet sich die sonnige 3 1/2-Zimmer-Wohnung mit einer Wohnfläche von ca. 97 m². Der Wohnbereich mit einer Größe von ca. 41 m² ist ebenfalls mit Parkett gestaltet. Der umlaufende Balkon ist nach Südwesten ausgerichtet. Das blau geflieste Wannenbad hat ein Fenster. Zur Wohnung gehört ein von außen begehbarer Kellerraum.

Das Haus ist vollunterkellert und bietet zusätzlich Stellfläche auf dem Spitzboden. Die Doppelgarage wurde nachträglich im Jahr 1994 auf dem Grundstück erstellt. Für jede Wohnung ist ein Stellplatz in der Garage vorgesehen. 

Die Erdgeschosswohnung mit Terrasse und Garten ist vermietet. Die Dachgeschosswohnung ist frei. Das Haus eignet sich aufgrund der beliebten, malerischen Lage in einem Wohngebiet und der guten Bausubstanz sehr gut als Kapitalanlage.",,,,,"127,4 kWh/(m²*a)",,,,
Altbremer 1 Familienreihenhaus in der Neustadt ca. 160 m² zum Kauf mit umfangreichen Potential,bremen,https://www.immobilienscout24.de/expose/129098535,Objekt-Nr.: 396|Scout-ID: 129098535,"28201 Bremen, Buntentor",2021-09-09 16:43:41.801981,,4,115  m²,117  m²,5,3,1,,369.000 €,"3,57",1910,,Renovierungsbedürftig,,Öl-Heizung,,liegt zur Besichtigung vor,,,,"Das Objekt befindet sich in einer ruhigen Wohnstraße in sehr guter Nachbarschaft.  Altersbedingt hat sich ein gewisser Modernisierungs- und Renovierungsstau ergeben. Es handelt sich um eine typische Aufteilung eines Altbremer Hauses mit ca. 6 Meter Breite. Die Gesamtwohn-/Nutzfläche erstreckt sich über vier Etagen.
Über den Treppenaufgang erreichen Sie das Hochpaterre mit dem Flurbereich, von dem ein Gäste-WC, ein Wohnzimmer und die Küche abgehen. Ein kleiner Balkon schafft zusätzliche Wohnqualität.

Über die Treppe gelangt man dann ins obere Stockwerk. Vom Flur können weitere Räume erreicht werden. Unter anderem 3 Zimmer, die auf verschiedene Art (z.B. Kind, Arbeit, Schlaf, Gäste) genutzt werden können und ein Badezimmer mit Fenster und Wanne. Vom Flur kann man die Nebenflächen mit Stauraum auf dem Dachboden erreichen. Vorgesehen ist hier im Zuge der Dämmung ein Dachausbau mit großzügiger Dachterrasse. Im Kellergeschoss befinden sich weitere Neben-/Nutzflächen.",,,46  m²,,,,,Verfügbarkeit prüfen,
Schöne Doppelhaushälfte auf großzügigem Grundstück,bremen,https://www.immobilienscout24.de/expose/129070119,Objekt-Nr.: 126626963#Zevex5|Scout-ID: 129070119,"28779 Bremen, Blumenthal (Ortsteil)",2021-09-09 16:43:54.722554,Doppelhaushälfte,1,103  m²,670  m²,6,5,1,2 Garagen,229.000 €,"3,57 inkl. MwSt.",1939,,Gepflegt,Normale Qualität,,,liegt zur Besichtigung vor,,,,"In diesem großzügigen Zuhause werden Sie sich wohlfühlen. Doppelhaushälfte auf 4 Etagen mit großem Grundstück und Garage sowie einem Garagenanbau in ruhiger Seitenstraße, aber dennoch zentral.",nach Vereinbarung!,,30  m²,,,,,Verfügbarkeit prüfen,
Zweifamilien-Haus in ruhiger Wohnstraße in Bremen-Arbergen,bremen,https://www.immobilienscout24.de/expose/129019876,Scout-ID: 129019876,"28307 Bremen, Arbergen",2021-09-09 16:44:14.266813,Wohnimmobilie (sonstige),2,220  m²,573  m²,7,,,2 Stellplätze,540.000 €,"2,98 % vom Kaufpreis",1981,,Gepflegt,Normale Qualität,Zentralheizung,,liegt vor,Bedarfsausweis,"208,6 kWh/(m²*a)",G,"Auf einem ca. 573 m² großem Grundstück, in einer ruhigen Wohnstraße im Herzen von Arbergen, steht diese ansprechende und äußerst gepflegte Immobilie.

Das ursprüngliche Gebäude (Vorderhaus) wurde als freistehendes Wohnhaus mit Teilunterkellerung um 1961 in massiver Bauweise erstellt. 

1981 erfolgten eine umfassende Modernisierung und ein Erweiterungsanbau an der rückwärtigen Gebäudeseite.

Es wurde Wohnungseigentum begründet; entstanden sind somit zwei in sich abgeschlossene Wohnungen von jeweils ca. 110 m² Wohnfläche mit eigenen  Eingängen, Keller-, Erd- und Dachgeschoß.

Für beide Wohnungen ist je ein eigenes Grundbuchblatt angelegt.

Der vordere Hausteil ist derzeit vermietet. Die jährliche Nettokaltmiete beläuft sich auf 8.640 €.

Der hintere Hausteil wird von den Eigentümern selbst genutzt und kann kurzfristig frei übergeben werden.",kurzfristig - nach Vereinbarung,,,,,,,,
Wohn- und Geschäftshaus - Mediterranes Flair an 365 Tagen im Jahr,bremen,https://www.immobilienscout24.de/expose/129015330,Scout-ID: 129015330,"27574 Bremerhaven, Geestemünde",2021-09-09 16:44:28.818492,Besondere Immobilie,1,180  m²,5.106  m²,5,3,2,6 Garagen,650.000 €,"3,50%",2000,,Gepflegt,Gehobene Qualität,Holz-Pelletheizung,Holzpellets,liegt zur Besichtigung vor,,,,"Das Haus ist eine absolute Besonderheit. Es hat seine ganz eigene Klimazone. Im Inneren des Glashauses befindet sich ein aus Lehm und Holzständerbasis erbautes Haus. Umgeben von einem riesigen Glashaus, das für ein mediterranes Klima zu jeder Jahreszeit sorgt. Das Haus im Inneren verfügt über ca. 200 m² Wohnfläche, verteilt auf zwei Ebenen. Im Erdgeschoss befinden sich offene gestaltete  Wohn- und Geschäftsräume mit einer offenen Küche. Von hier gelangt man in den Flur, zwei weitere geschlossene Räume, Gäste WC, Badezimmer, Werkstatt und HWR. Das Erdgeschoss ist barrierefrei nach DIN 18024 Teil 2. Das obere Stockwerk ist derzeit noch nicht fertig ausgebaut, ist allerdings vorbereitet und kann nach eigenem Geschmack gestaltet werden. Die Wände des Hauses sind mit flüssiger Tapete auf Baumwollbasis (Firma JaDecor) beschichtet. Die sichtbaren Holzbalken sind geschliffen und geölt. Erdgeschoss und Teile des Obergeschosses verfügen über eine Fußbodenheizung. 
Das Klima in Lehmgebäuden ist angenehm, da der Lehm ein hohes Wärmespeicherungsvermögen aufweist und damit temperaturausgleichend wirkt. Auch die Luftfeuchtigkeit wird stabilisiert, da Lehm Feuchtigkeit speichert, langsam aufnimmt oder abgibt. Trockener Lehm wirkt antibakteriell, abweisend gegen Schädlinge, es konserviert Holz und bindet Schadstoffe. Zudem ist Lehm schwer entflammbar. 
Für das Haus, bzw. Grundstück ist zu beachten, dass zwingend ein Gewerbe angemeldet werden muss.",nach Absprache,,,Haus fertig gestellt,,,,,
Altbremer 2-Familienhaus in Bremen in der Langemarckstraße,bremen,https://www.immobilienscout24.de/expose/128882932,Objekt-Nr.: 1039|Scout-ID: 128882932,"28199 Bremen, Hohentor",2021-09-09 16:44:50.283992,Mehrfamilienhaus,3,190  m²,166  m²,10,,2,,485.000 €,Ja,1915,,Renovierungsbedürftig,Normale Qualität,Zentralheizung,Öl,liegt vor,Bedarfsausweis,"161,9 kWh/(m²*a)",F,"Gebäude aus dem Jahre 1915 mit einer ansprechenden Fassade, Sprossenfenstern und einem Balkon zur Langemarckstraße. Über eine Treppe gelangt man in das Hochparterre. Der rechte Eingang ist für die erste Wohnung. Von einem Flur aus gelangt man rechter Hand in das erste Zimmer mit Blick auf die Langemarckstraße. Dahinter schließt sich das zweite Zimmer mit einem überdachten Balkon und Gartenblick an. Die Deckenhöhe in den Zimmern beträgt etwa 2,90 m! Im rückwärtigen Bereich befindet sich die Küche mit Blick in die grünen Hofgärten. Daneben ist das Duschbad installiert.

Über eine Treppe mit normaler Steigung gelangt man in das Obergeschoss mit der zweiten Wohnung. Hier gibt zwei große hintereinander liegende Räume, sowie einen kleinen Raum. Die Deckenhöhe beträgt etwa 2,90 m. Im rückwärtigen Bereich lädt ein Balkon zum Relaxen ein, mit Blick in die grünen Hofgärten. Wie auch in der unteren Wohnung gibt es auch hier eine Küche mit Gartenblick. Daneben ist ein Duschbad. 

Im Dachgeschoss stehen drei Zimmer, teilweise mit Dachschrägen und ein WC, zur Verfügung. 

Eine feste, steile Holztreppe bietet die Möglichkeit auf den isolierten Dachboden mit Fenster zu gelangen.

Im Keller-/ Souterraingeschoss stehen 2 Zimmer (Deckenhöhe etwa 2,30 m), 2 Abstellflächen, 1 WC, 1 Heizungsraum und 1 Tankraum zur Verfügung. Von hier aus erreicht man den grünen Hofgarten, der sich für eine vielseitige Nutzung anbietet.

Das Haus ist aktuell vermietet. Weitere Informationen hierzu auf Anfrage. Aufgrund der Vermietungssituation ist aus Diskretionsgründen keine Veröffentlichung von Innenfotos möglich.",,,,,,,,,
Großzügiges Reihenhaus mit großem Garten und Stellplatz in Osterholz,bremen,https://www.immobilienscout24.de/expose/128825557,Objekt-Nr.: 5288#nN6l6O|Scout-ID: 128825557,"28325 Bremen, Ellenerbrok-Schevemoor",2021-09-09 16:45:04.933340,Reihenmittelhaus,4,130  m²,196  m²,6,,,1 Stellplatz,315.000 €,3% inkl. MwSt.,1969,,Gepflegt,Normale Qualität,Zentralheizung,Gas,liegt vor,Bedarfsausweis,159 kWh/(m²*a),,"Diese gepflegte Einfamilien-Reihenhaus befindet sich am Ende einer ruhigen Anwohnerstraße in Bremens schönem Ortsteil Osterholz.

Das Haus verfügt insgesamt über 6 Zimmer, ein Badezimmer, ein Gäste-WC, eine Küche, zwei Balkone und einen Garten. Das Raumangebot wird noch durch einen Keller und einen Spitzboden ergänzt.

Im Erdgeschoss finden Sie neben dem gemütlichen Wohnzimmer und der Küche auch eine eine großzügige Diele, welche als Esszimmer dient. Ebenfalls befindet sich in diesem Geschoss ein Gäste-WC und angrenzend an das Wohnzimmer ein Balkon.

Das Obergeschoss bietet Ihnen drei Schlafzimmer und ein Badezimmer. Der Balkon zum Garten hinaus kann von den beiden hinteren Schlafzimmern betreten werden.

Im Dachgeschoss befinden sich zwei weitere, großzügige Schlafzimmer.

Den nach Süd-Westen ausgerichteten Garten können Sie bequem aus dem Untergeschoss betreten - hier ist neben einer Waschküche auch ein ""Party-Raum"" zu finden.

Das Haus überzeugt neben der gediegenen Lage in Osterholz, nahe Oberneuland auch über seine großzügigen Zimmer, zwei Balkone und den angenehm großen Süd-West-Garten. Ein Stellplatz am nahegelegenen Garagenhof gibt es ebenfalls.",,,,,,,,,
Freistehendes Eigenheim im grünen Schwachausen / Gete-Viertel,bremen,https://www.immobilienscout24.de/expose/128762118,Objekt-Nr.: 140_5|Scout-ID: 128762118,"28211 Bremen, Gete",2021-09-09 16:45:19.299137,Einfamilienhaus (freistehend),2,180  m²,390  m²,6,3,1,1 Außenstellplatz,659.000 €,Nein,1958,,Gepflegt,Gehobene Qualität,Öl-Heizung,Öl,liegt zur Besichtigung vor,,,,"Haben Sie schon immer von Ihrem Eigenheim im grünen Schwachhausen geträumt? Hier haben Sie nun die seltene Gelegenheit, sich den Traum zu erfüllen und dieses freistehende Einfamilienhaus im Bremer Gete-Viertel für sich und Ihre Familie zu erwerben.

Das Objekt bietet auf rd. 180qm genügend Platz für eine kleine Familie. Die Immobilie ist teilunterkellert und verfügt somit auch über die wichtigen Nebenflächen, um alle Habseligkeiten unterzubringen. 

Im Erdgeschoss mit einer Gesamtfläche von rd. 107qm befinden sich neben dem großzügigen Eingangsbereich und dem Gäste-WC ein großes Wohnzimmer mit Kaminecke sowie im hinteren Bereich das Esszimmer und die abgetrennte Küche. Vom Esszimmer gelangen Sie zudem in den Gartenbereich, der vielfältig anderweitig umgestaltet werden kann.

Aus dem kleinen Zwischenflur zwischen Eingangsbereich und Esszimmer gelangen Sie in den Teilkeller (rd. 50qm), indem sich ein separater Kühlraum, die Waschküche, die Abstellflächen mit vorhandenen Regalen sowie der Heizungsraum befinden.

Über den hochwertig ausgestatteten Flurbereich kommen Sie über die geschwungene Treppe in das Obergeschoss (rd, 73qm), in dem sich das Elternschlaf- und die Kinderzimmer sowie das mit Dusche und Badewanne ausgestattete Badezimmer befinden. Das Elternschlafzimmer verfügt durch hochwertig angefertigte Einbauschränke über genügend Stauflächen, zudem schließt sich in diesem Zimmer ein Balkon an.

Über dem Obergeschoss befindet sich zudem ein Spitzboden (rd. 20qm) , der über eine Auszugleiter erreicht und als weitere Abstellfläche genutzt werden kann.

Das Haus wurde vor einigen Jahren sehr aufwendig von einem Architekten umgebaut. Dieses lässt sich bei einem Rundgang schnell an den verbauten Materialien und Umsetzungsideen erkennen.",kurzfristig,,50  m²,Haus fertig gestellt,,,,,
Anlage: vermietetes Zweifamilienhaus in Osterfeuerberg!,bremen,https://www.immobilienscout24.de/expose/128578107,Objekt-Nr.: 2910 (1/2910)|Scout-ID: 128578107,"28219 Bremen, Osterfeuerberg",2021-09-09 16:45:34.118487,Mehrfamilienhaus,2,106  m²,91  m²,4,2,2,,298.000 €,"5,95 % inkl. MwSt.",1969,"zuletzt 
        
        
          
          
            2020",Modernisiert,Normale Qualität,Etagenheizung,Gas,liegt vor,Bedarfsausweis,"183,57 kWh/(m²*a)",F,"Das hier angebotene Reihenendhaus wurde im Jahre 1969 in Massivbauweise errichtet und in den vergangenen Jahren umfangreich modernisiert (Details siehe unter ""Sonstiges""). Das Haus verfügt über zwei autarke Wohneinheiten und befindet sich im beliebten Stadtteil Osterfeuerberg.

Die vermieteten Wohnungen befinden sich im Erdgeschoss und 1. OG und sind derzeit beide an zuverlässige Mieter vermietet. Beide Wohneinheiten sind unabhängig voneinander (separate Eingänge), jede Wohnung verfügt über eine Gas - Kombitherme mit Warmwasseraufbereitung. Die Gasheizung aus dem EG ist aus dem Jahr 2008 & die Heizung aus dem Obergeschoss ist aus dem Jahr 2009.

Jede Wohnung verfügt jeweils über einen separaten Gas-/Wasser und Stromzähler. Somit ist die Verwaltung der Immobilie denkbar einfach, da die Mieter die Betriebskosten direkt mit den jeweiligen Versorgern abrechnen.

Aus Diskretionsgründen veröffentlichen wir keine Detailbilder der Innenräume der beiden Wohneinheiten und bitten um Verständnis.

Bei dem hier angegeben Kaufpreis handelt es sich um einen Festpreis!",ab sofort,,12  m²,,,900 €,,,
"Top! 140 m² Wfl. , 5-Zimmer, PKW-Einstellplatz, Extras!",bremen,https://www.immobilienscout24.de/expose/128538723,Objekt-Nr.: 487 (1/487)|Scout-ID: 128538723,"28309 Bremen, Hemelingen (Ortsteil)",2021-09-09 16:45:50.362751,Reihenmittelhaus,2,140  m²,154  m²,5,4,2,Außenstellplatz,444.000 €,"3,57% vom Kaufpreis, inkl. MwSt., jeweils zahlbar vom Verkäufer & Käufer",2016,,Neuwertig,,Fußbodenheizung,Gas,liegt vor,Bedarfsausweis,"45,1 kWh/(m²*a)",A,"Neuwertiges Reihenmittelhaus in Massivbauweise, Satteldach mit Ziegeleindeckung, KS-Fenster mit ISO-Doppelverglasung, Blockheizkraftwerk (WEG), EBK (Nolte), Rollläden komplett, Terrasse, PKW-Einstellplatz, Gartengerätehaus, Grundwasserbrunnen. Auf einem ca. 154 m² großem Grundstück, in familienfreundlicher Siedlungslage. Haus Zuwegung großzügig gepflastert. Das ursprünglich 2016 erbaute Haus befindet sich in einem neuwertigem Zustand und kann ohne Renovierungsarbeiten bezogen werden. Die Garantie für diese Immobilie besteht noch bis November 2021. Bodenbeläge bestehend aus Fliesen und Vinyl. Das Haus eignet sich idealerweise für die Familie und Hobby. Kabel/Glasfaser",,,,,,,,Verfügbarkeit prüfen,
